review_id,employee_id,review_type,evaluation_period_start,evaluation_period_end,self_evaluation_timestamp,self_rating,self_comment,manager_evaluation_timestamp,manager_rating,manager_comment,rating_gap,evaluation_status
CR00442,EMP031,프로젝트 종료 평가,2024-01-18,2024-02-20,2024-02-24 10:23:00,A,"주니어 개발자 3명 지원하며 팀워크를 강화했고, 프로젝트 일정 대비 13일 조기 완료하는 성과를 냈습니다. 향후 전문가 트랙에 도전하고 싶습니다.",2024-03-03 15:13:00,B,"맡은 업무는 수행했으나, 보다 적극적인 태도이 필요합니다. 다음 평가에서는 성과 제고 기대.",1,완료
CR00443,EMP031,프로젝트 종료 평가,2023-07-19,2023-09-06,2023-09-07 09:34:00,S,"해당 기간 동안 주요 마일스톤 8건 완료하였습니다. 스터디 그룹 운영으로 지식 공유하며 전문성을 높였고, 팀 내 의견 조율에 기여하였습니다.",2023-09-15 15:19:00,A,"목표 105% 달성으로 우수한 성과를 보였습니다. 높은 업무 이해도가 돋보였으며, 다음 단계 역할 준비 필요.",1,완료
CR00444,EMP031,프로젝트 종료 평가,2022-04-27,2022-06-20,2022-06-23 17:41:00,A,"해당 기간 동안 중요 deliverable 7건 완료하였습니다. 품질 개선 방안 제안 및 실행하며 전문성을 높였고, 정기 미팅 주도로 협업 효율성 증대하였습니다.",2022-07-01 15:12:00,A,"목표 112% 달성으로 우수한 성과를 보였습니다. 안정적인 프로젝트 수행가 돋보였으며, 지속적 우수 성과 유지.",0,완료
CR00445,EMP031,분기 평가,2023-04-20,2023-06-01,2023-06-05 14:19:00,B,매출 33% 향상한 것이 주요 성과입니다. 특히 이해관계자 기대를 초과 충족한 점이 의미 있었습니다.,2023-06-15 17:01:00,B,평균적인 성과입니다. 업무 효율성 개선 필요. 1:1 코칭 진행하겠습니다.,0,완료
CR00446,EMP031,목표 달성 평가,2022-01-15,2022-03-08,2022-03-09 10:53:00,B,"업무 효율화 방안 제안 및 실행하고, 매출 25% 향상하며 기대 이상의 결과를 냈다고 자평합니다. 정기 미팅 주도로 협업 효율성 증대하는 과정도 개인 성장에 도움이 되었습니다.",2022-03-12 17:56:00,C,목표 달성률 80%로 개선이 필요합니다. 우선순위 설정 오류가 주된 원인으로 파악됩니다. 역량 개발 계획 수립 예정.,1,완료
CR00447,EMP032,분기 평가,2021-06-03,2021-07-22,2021-07-23 09:19:00,A,"해당 기간 동안 신규 고객 38% 향상하였습니다. 스터디 그룹 운영으로 지식 공유하며 전문성을 높였고, 프로젝트 팀원 3명 지원하였습니다.",2021-08-02 17:03:00,B,기본 목표는 달성했으나 커뮤니케이션 개선 필요한 부분이 있습니다. 협업 스킬 개발 권장.,1,완료
CR00448,EMP032,프로젝트 종료 평가,2021-07-18,2021-11-02,2021-11-08 18:00:00,S,"AI/ML 역량을 새롭게 습득하고, 프로젝트 일정 대비 19일 조기 완료하며 기대 이상의 결과를 냈다고 자평합니다. 문서화 강화로 협업 효율성 증대하는 과정도 개인 성장에 도움이 되었습니다.",2021-11-14 09:04:00,A,"목표 105% 달성으로 우수한 성과를 보였습니다. 기술적 전문성가 돋보였으며, 리더십 역량 개발 시 더 큰 성장 기대.",1,완료
CR00449,EMP032,수시 평가,2020-09-21,2020-12-25,2020-12-27 13:16:00,S,이번 평가 기간의 핵심 성과는 혁신 과제 일정 대비 5일 조기 완료입니다. 또한 신규 도구 도입으로 품질 향상했습니다.,2020-12-31 18:43:00,A,"전반적으로 만족스러운 성과입니다. 기술적 깊이에서 강점을 보였으나, 더 큰 그림을 보는 시각 강화 시 S등급 기대.",1,완료
CR00450,EMP032,목표 달성 평가,2021-10-21,2021-11-27,2021-11-28 11:52:00,A,"타 부서와 8회 이상 협업 프로젝트 수행하며 팀워크를 강화했고, 중요 deliverable 8건 완료하는 성과를 냈습니다. 향후 더 큰 책임의 역할에 도전하고 싶습니다.",2021-12-02 16:16:00,A,팀 목표 달성에 기여하는 우수한 성과. 보다 도전적인 과제 부여 검토.,0,완료
CR00451,EMP032,목표 달성 평가,2022-03-17,2022-04-22,2022-04-24 14:54:00,B,품질 지표 26% 향상한 것이 주요 성과입니다. 특히 프로세스 혁신안 제안 및 적용한 점이 의미 있었습니다.,2022-04-29 15:50:00,C,목표 달성률 62%로 개선이 필요합니다. 우선순위 설정 오류가 주된 원인으로 파악됩니다. 멘토 지정 및 지원 강화 예정.,1,완료
CR00452,EMP032,수시 평가,2020-08-04,2020-10-05,2020-10-12 13:09:00,B,"해당 기간 동안 중요 deliverable 7건 완료하였습니다. 실무 프로젝트를 통해 전문성 강화하며 전문성을 높였고, 외부 파트너와 10회 이상 협업 프로젝트 수행하였습니다.",2020-10-17 18:39:00,C,목표 달성률 61%로 개선이 필요합니다. 시간 관리 미흡가 주된 원인으로 파악됩니다. 멘토 지정 및 지원 강화 예정.,1,완료
CR00453,EMP032,목표 달성 평가,2021-05-30,2021-06-29,2021-07-04 18:19:00,S,분기 목표 108% 달성한 것이 주요 성과입니다. 특히 팀 전체 생산성 향상에 기여한 점이 의미 있었습니다.,2021-07-08 09:44:00,A,안정적 결과물 산출하는 우수한 성과. 차기 프로젝트 핵심 역할 기대.,1,완료
CR00454,EMP032,분기 평가,2022-08-07,2022-09-19,2022-09-22 18:02:00,A,이번 평가 기간의 핵심 성과는 생산성 14% 향상입니다. 또한 고객 만족도 점수 상승에 기여했습니다.,2022-10-01 17:10:00,A,안정적 결과물 산출하는 우수한 성과. 차기 프로젝트 핵심 역할 기대.,0,완료
CR00455,EMP032,수시 평가,2022-01-21,2022-04-01,2022-04-06 12:36:00,A,"실무 프로젝트를 통해 전문성 강화하고, 분기 목표 135% 달성하며 기대 이상의 결과를 냈다고 자평합니다. 문서화 강화로 협업 효율성 증대하는 과정도 개인 성장에 도움이 되었습니다.",2022-04-16 11:05:00,A,"목표 100% 달성으로 우수한 성과를 보였습니다. 높은 업무 이해도가 돋보였으며, 다음 단계 역할 준비 필요.",0,완료
CR00456,EMP033,수시 평가,2017-12-23,2018-03-18,2018-03-21 13:54:00,S,이번 평가 기간의 핵심 성과는 분기 목표 103% 달성입니다. 또한 비용 절감 아이디어 실행했습니다.,2018-03-27 09:51:00,S,"목표를 124% 초과 달성하는 탁월한 성과를 보였습니다. 회사 전체 성과에 기여했으며, 차세대 리더로 육성 필요.",0,완료
CR00457,EMP033,분기 평가,2018-08-15,2018-09-27,2018-09-29 17:21:00,S,"팀 내 문제 해결에 기여하며 팀워크를 강화했고, 프로젝트 일정 대비 6일 조기 완료하는 성과를 냈습니다. 향후 더 큰 책임의 역할에 도전하고 싶습니다.",2018-10-02 14:23:00,A,안정적 결과물 산출하는 우수한 성과. 보다 도전적인 과제 부여 검토.,1,완료
CR00458,EMP033,목표 달성 평가,2019-06-21,2019-08-30,2019-08-31 16:34:00,B,매출 37% 향상한 것이 주요 성과입니다. 특히 이해관계자 기대를 초과 충족한 점이 의미 있었습니다.,2019-09-08 12:34:00,B,평균적인 성과입니다. 업무 효율성 개선 필요. 1:1 코칭 진행하겠습니다.,0,완료
CR00459,EMP033,수시 평가,2019-12-30,2020-04-17,2020-04-23 11:20:00,S,"팀 내 갈등 조정에 기여하며 팀워크를 강화했고, 핵심 KPI 3건 완료하는 성과를 냈습니다. 향후 더 큰 책임의 역할에 도전하고 싶습니다.",2020-04-30 14:05:00,A,팀 목표 달성에 기여하는 우수한 성과. 역량 확장 기회 제공 예정.,1,완료
CR00460,EMP033,프로젝트 종료 평가,2017-09-08,2017-12-03,2017-12-07 12:56:00,A,"사내 세미나 발표으로 지식 공유하고, 분기 목표 104% 달성하며 기대 이상의 결과를 냈다고 자평합니다. 프로젝트 팀원 2명 지원하는 과정도 개인 성장에 도움이 되었습니다.",2017-12-13 13:07:00,A,이해관계자 기대 부응하는 우수한 성과. 역량 확장 기회 제공 예정.,0,완료
CR00461,EMP033,수시 평가,2018-07-23,2018-09-15,2018-09-19 13:53:00,A,"해당 기간 동안 품질 지표 14% 향상하였습니다. 후배 멘토링으로 지식 공유하며 전문성을 높였고, 팀 내 합의 도출에 기여하였습니다.",2018-09-26 15:32:00,A,"전반적으로 만족스러운 성과입니다. 기술적 깊이에서 강점을 보였으나, 더 큰 그림을 보는 시각 강화 시 S등급 기대.",0,완료
CR00462,EMP033,프로젝트 종료 평가,2017-11-15,2018-02-06,2018-02-12 16:10:00,S,"업무 효율화 방안 제안 및 실행하고, 혁신 과제 일정 대비 11일 조기 완료하며 기대 이상의 결과를 냈다고 자평합니다. 외부 파트너와 8회 이상 협업 프로젝트 수행하는 과정도 개인 성장에 도움이 되었습니다.",2018-02-18 09:20:00,A,"목표 110% 달성으로 우수한 성과를 보였습니다. 기술적 전문성가 돋보였으며, 리더십 역량 개발 시 더 큰 성장 기대.",1,완료
CR00463,EMP033,프로젝트 종료 평가,2019-07-24,2019-09-25,2019-09-26 15:06:00,S,이번 평가 기간의 핵심 성과는 분기 목표 101% 달성입니다. 또한 신규 도구 도입으로 품질 향상했습니다.,2019-10-05 10:13:00,A,"목표 101% 달성으로 우수한 성과를 보였습니다. 기술적 전문성가 돋보였으며, 지속적 우수 성과 유지.",1,완료
CR00464,EMP033,분기 평가,2019-04-13,2019-08-04,2019-08-07 15:30:00,A,업무 개선안 일정 대비 15일 조기 완료한 것이 주요 성과입니다. 특히 팀 전체 생산성 향상에 기여한 점이 의미 있었습니다.,2019-08-14 15:37:00,B,평균적인 성과입니다. 커뮤니케이션 강화 필요. 교육 기회 제공하겠습니다.,1,완료
CR00465,EMP034,목표 달성 평가,2025-02-14,2025-04-09,2025-04-14 16:40:00,S,"온라인 강의를 통해 전문성 강화하고, 주요 마일스톤 5건 완료하며 기대 이상의 결과를 냈다고 자평합니다. 프로젝트 팀원 3명 지원하는 과정도 개인 성장에 도움이 되었습니다.",2025-04-18 17:51:00,A,일정 내 품질 기준 충족하는 우수한 성과. 차기 프로젝트 핵심 역할 기대.,1,완료
CR00466,EMP034,목표 달성 평가,2025-02-11,2025-04-07,2025-04-12 13:50:00,S,"실무 프로젝트를 통해 전문성 강화하고, 핵심 KPI 5건 완료하며 기대 이상의 결과를 냈다고 자평합니다. 팀 내 합의 도출에 기여하는 과정도 개인 성장에 도움이 되었습니다.",2025-04-18 15:52:00,A,"목표 114% 달성으로 우수한 성과를 보였습니다. 높은 업무 이해도가 돋보였으며, 지속적 우수 성과 유지.",1,완료
CR00467,EMP034,프로젝트 종료 평가,2025-05-27,2025-08-19,2025-08-23 18:18:00,A,"프로세스 자동화 방안 제안 및 실행하고, 분기 목표 117% 달성하며 기대 이상의 결과를 냈다고 자평합니다. 투명한 정보 공유로 협업 효율성 증대하는 과정도 개인 성장에 도움이 되었습니다.",2025-08-29 16:42:00,A,"전반적으로 만족스러운 성과입니다. 커뮤니케이션 역량에서 강점을 보였으나, 타 팀 협업 강화 시 S등급 기대.",0,완료
CR00468,EMP035,분기 평가,2020-07-05,2020-10-12,2020-10-18 16:34:00,B,"데이터 분석 역량을 새롭게 습득하고, 품질 지표 27% 향상하며 기대 이상의 결과를 냈다고 자평합니다. 크로스 팀으로 5회 이상 협업 프로젝트 수행하는 과정도 개인 성장에 도움이 되었습니다.",2020-10-24 10:22:00,C,성과가 기대 수준 이하입니다. PIP(성과개선계획) 수립 필요. 차기 평가에서 명확한 개선 확인 필요.,1,완료
CR00469,EMP035,목표 달성 평가,2020-04-29,2020-06-13,2020-06-15 18:57:00,B,이번 평가 기간의 핵심 성과는 신규 고객 26% 향상입니다. 또한 신규 도구 도입으로 품질 향상했습니다.,2020-06-21 14:05:00,C,목표 달성률 80%로 개선이 필요합니다. 협업 문제가 주된 원인으로 파악됩니다. 멘토 지정 및 지원 강화 예정.,1,완료
CR00470,EMP035,목표 달성 평가,2021-01-14,2021-02-28,2021-03-04 10:24:00,B,"외부 컨퍼런스를 통해 전문성 강화하고, 중요 deliverable 8건 완료하며 기대 이상의 결과를 냈다고 자평합니다. 프로젝트 팀원 3명 지원하는 과정도 개인 성장에 도움이 되었습니다.",2021-03-09 13:20:00,C,성과가 기대 수준 이하입니다. 역량 진단 및 교육 필요. 차기 평가에서 명확한 개선 확인 필요.,1,완료
CR00471,EMP035,수시 평가,2019-10-27,2020-01-10,2020-01-16 17:09:00,A,"Python 역량을 새롭게 습득하고, 분기 목표 101% 달성하며 기대 이상의 결과를 냈다고 자평합니다. 신규 입사자 4명 지원하는 과정도 개인 성장에 도움이 되었습니다.",2020-01-25 12:40:00,B,평균적인 성과입니다. 시야 확대 필요. 멘토링 지원 예정하겠습니다.,1,완료
CR00472,EMP035,수시 평가,2019-03-20,2019-06-21,2019-06-28 15:17:00,S,혁신 과제 일정 대비 10일 조기 완료한 것이 주요 성과입니다. 특히 이해관계자 기대를 초과 충족한 점이 의미 있었습니다.,2019-07-01 13:38:00,A,"전반적으로 만족스러운 성과입니다. 리더십 발휘에서 강점을 보였으나, 이니셔티브 발휘 강화 시 S등급 기대.",1,완료
CR00473,EMP035,목표 달성 평가,2019-04-03,2019-05-30,2019-06-02 16:02:00,A,"온라인 강의를 통해 전문성 강화하고, 분기 목표 133% 달성하며 기대 이상의 결과를 냈다고 자평합니다. 팀 내 문제 해결에 기여하는 과정도 개인 성장에 도움이 되었습니다.",2019-06-05 18:06:00,A,팀 목표 달성에 기여하는 우수한 성과. 보다 도전적인 과제 부여 검토.,0,완료
CR00474,EMP035,목표 달성 평가,2019-08-06,2019-10-13,2019-10-14 11:53:00,S,분기 목표 127% 달성한 것이 주요 성과입니다. 특히 이해관계자 기대를 초과 충족한 점이 의미 있었습니다.,2019-10-20 09:17:00,A,"전반적으로 만족스러운 성과입니다. 문제 해결 능력에서 강점을 보였으나, 타 팀 협업 강화 시 S등급 기대.",1,완료
CR00475,EMP035,프로젝트 종료 평가,2019-09-07,2019-11-23,2019-11-28 12:59:00,A,"사내 세미나 발표으로 지식 공유하고, 분기 목표 103% 달성하며 기대 이상의 결과를 냈다고 자평합니다. 커뮤니케이션 개선로 협업 효율성 증대하는 과정도 개인 성장에 도움이 되었습니다.",2019-12-02 17:44:00,B,"기본 책임 이행했으나, 선제적 대응이 필요합니다. 다음 평가에서는 자기주도적 개선 기대.",1,완료
CR00476,EMP035,프로젝트 종료 평가,2020-10-06,2020-12-22,2020-12-27 10:30:00,S,이번 평가 기간의 핵심 성과는 주요 마일스톤 5건 완료입니다. 또한 업무 효율화로 팀 전체 시간 20% 절감했습니다.,2021-01-02 15:12:00,A,일정 내 품질 기준 충족하는 우수한 성과. 승진 검토 대상.,1,완료
CR00477,EMP035,수시 평가,2020-07-29,2020-11-23,2020-11-27 09:22:00,B,"해당 기간 동안 품질 지표 14% 향상하였습니다. 업무 효율화 방안 제안 및 실행하며 전문성을 높였고, 팀 내 문제 해결에 기여하였습니다.",2020-12-04 09:58:00,B,평균적인 성과입니다. 업무 효율성 개선 필요. 개선 계획 수립하겠습니다.,0,완료
CR00478,EMP035,목표 달성 평가,2020-01-30,2020-04-26,2020-04-30 11:13:00,A,"팀 내 의견 조율에 기여하며 팀워크를 강화했고, 주요 마일스톤 5건 완료하는 성과를 냈습니다. 향후 리더 포지션에 도전하고 싶습니다.",2020-05-02 17:39:00,A,"전반적으로 만족스러운 성과입니다. 리더십 발휘에서 강점을 보였으나, 타 팀 협업 강화 시 S등급 기대.",0,완료
CR00479,EMP035,프로젝트 종료 평가,2020-01-24,2020-05-11,2020-05-13 16:54:00,B,"외부 파트너와 6회 이상 협업 프로젝트 수행하며 팀워크를 강화했고, 프로젝트 일정 대비 15일 조기 완료하는 성과를 냈습니다. 향후 혁신 프로젝트 리딩에 도전하고 싶습니다.",2020-05-21 17:34:00,B,평균적인 성과입니다. 커뮤니케이션 강화 필요. 개선 계획 수립하겠습니다.,0,완료
CR00480,EMP035,수시 평가,2020-05-09,2020-09-04,2020-09-10 13:21:00,B,이번 평가 기간의 핵심 성과는 분기 목표 102% 달성입니다. 또한 비용 절감 아이디어 실행했습니다.,2020-09-12 15:31:00,B,기본 목표는 달성했으나 일정이 다소 지연한 부분이 있습니다. 시간 관리 능력 향상 권장.,0,완료
CR00481,EMP035,수시 평가,2020-11-27,2021-01-17,2021-01-23 17:38:00,S,이번 평가 기간의 핵심 성과는 분기 목표 105% 달성입니다. 또한 비용 절감 아이디어 실행했습니다.,2021-01-27 18:09:00,A,일정 내 품질 기준 충족하는 우수한 성과. 차기 프로젝트 핵심 역할 기대.,1,완료
CR00482,EMP035,분기 평가,2019-08-14,2019-09-25,2019-10-01 11:12:00,A,"사내 세미나 발표으로 지식 공유하고, 매출 14% 향상하며 기대 이상의 결과를 냈다고 자평합니다. 팀 내 합의 도출에 기여하는 과정도 개인 성장에 도움이 되었습니다.",2019-10-11 10:19:00,A,안정적 결과물 산출하는 우수한 성과. 역량 확장 기회 제공 예정.,0,완료
CR00483,EMP036,분기 평가,2018-02-18,2018-04-03,2018-04-10 12:52:00,B,"투명한 정보 공유로 협업 효율성 증대하며 팀워크를 강화했고, 핵심 KPI 8건 완료하는 성과를 냈습니다. 향후 리더 포지션에 도전하고 싶습니다.",2018-04-14 16:41:00,B,"기본 책임 이행했으나, 능동적인 문제 해결이 필요합니다. 다음 평가에서는 자기주도적 개선 기대.",0,완료
CR00484,EMP036,프로젝트 종료 평가,2019-03-19,2019-06-26,2019-07-03 10:43:00,S,이번 평가 기간의 핵심 성과는 프로젝트 일정 대비 19일 조기 완료입니다. 또한 고객 만족도 점수 상승에 기여했습니다.,2019-07-06 10:25:00,A,이해관계자 기대 부응하는 우수한 성과. 승진 검토 대상.,1,완료
CR00485,EMP036,프로젝트 종료 평가,2018-11-19,2019-03-10,2019-03-12 12:42:00,S,"팀 내 갈등 조정에 기여하며 팀워크를 강화했고, 프로젝트 일정 대비 7일 조기 완료하는 성과를 냈습니다. 향후 혁신 프로젝트 리딩에 도전하고 싶습니다.",2019-03-17 15:37:00,S,뛰어난 기술력으로 프로젝트를 성공으로 이끌었습니다. 반드시 유지해야 할 인재로 평가됩니다.,0,완료
CR00486,EMP036,분기 평가,2019-01-12,2019-04-07,2019-04-13 17:35:00,B,"후배 멘토링으로 지식 공유하고, 핵심 KPI 5건 완료하며 기대 이상의 결과를 냈다고 자평합니다. 커뮤니케이션 개선로 협업 효율성 증대하는 과정도 개인 성장에 도움이 되었습니다.",2019-04-15 09:07:00,C,목표 달성률 65%로 개선이 필요합니다. 시간 관리 미흡가 주된 원인으로 파악됩니다. 업무 범위 재조정 예정.,1,완료
CR00487,EMP036,프로젝트 종료 평가,2020-01-13,2020-04-17,2020-04-19 13:47:00,A,"해당 기간 동안 주요 마일스톤 7건 완료하였습니다. Python 역량을 새롭게 습득하며 전문성을 높였고, 주니어 개발자 2명 지원하였습니다.",2020-04-28 16:29:00,A,"전반적으로 만족스러운 성과입니다. 커뮤니케이션 역량에서 강점을 보였으나, 더 큰 그림을 보는 시각 강화 시 S등급 기대.",0,완료
CR00488,EMP036,프로젝트 종료 평가,2019-06-10,2019-07-16,2019-07-17 11:20:00,S,이번 평가 기간의 핵심 성과는 중요 deliverable 6건 완료입니다. 또한 고객 만족도 점수 상승에 기여했습니다.,2019-07-22 17:04:00,S,"목표를 132% 초과 달성하는 탁월한 성과를 보였습니다. 기술적 난제를 혁신적으로 해결했으며, 차세대 리더로 육성 필요.",0,완료
CR00489,EMP036,분기 평가,2019-11-28,2020-02-06,2020-02-10 12:01:00,A,"해당 기간 동안 신규 고객 22% 향상하였습니다. AI/ML 역량을 새롭게 습득하며 전문성을 높였고, 타 팀 동료 5명 지원하였습니다.",2020-02-18 12:35:00,B,기본 목표는 달성했으나 일정이 다소 지연한 부분이 있습니다. 시간 관리 능력 향상 권장.,1,완료
CR00490,EMP036,분기 평가,2017-11-01,2018-02-04,2018-02-05 09:07:00,S,이번 평가 기간의 핵심 성과는 핵심 KPI 6건 완료입니다. 또한 비용 절감 아이디어 실행했습니다.,2018-02-15 09:51:00,A,"전반적으로 만족스러운 성과입니다. 리더십 발휘에서 강점을 보였으나, 이니셔티브 발휘 강화 시 S등급 기대.",1,완료
CR00491,EMP036,수시 평가,2020-03-02,2020-04-15,2020-04-22 10:49:00,A,이번 평가 기간의 핵심 성과는 핵심 KPI 8건 완료입니다. 또한 업무 효율화로 팀 전체 시간 20% 절감했습니다.,2020-04-24 11:44:00,A,"목표 103% 달성으로 우수한 성과를 보였습니다. 기술적 전문성가 돋보였으며, 전문가로서 입지 확고.",0,완료
CR00492,EMP036,분기 평가,2018-10-13,2019-02-08,2019-02-12 09:11:00,B,이번 평가 기간의 핵심 성과는 업무 개선안 일정 대비 20일 조기 완료입니다. 또한 업무 효율화로 팀 전체 시간 20% 절감했습니다.,2019-02-15 16:52:00,B,기본 목표는 달성했으나 커뮤니케이션 개선 필요한 부분이 있습니다. 협업 스킬 개발 권장.,0,완료
CR00493,EMP036,수시 평가,2017-12-06,2018-02-15,2018-02-19 09:39:00,S,이번 평가 기간의 핵심 성과는 핵심 KPI 3건 완료입니다. 또한 신규 도구 도입으로 품질 향상했습니다.,2018-03-01 13:47:00,A,"전반적으로 만족스러운 성과입니다. 문제 해결 능력에서 강점을 보였으나, 전략적 사고 강화 시 S등급 기대.",1,완료
CR00494,EMP036,분기 평가,2019-07-03,2019-09-18,2019-09-19 17:01:00,S,분기 목표 113% 달성한 것이 주요 성과입니다. 특히 프로세스 혁신안 제안 및 적용한 점이 의미 있었습니다.,2019-09-21 16:39:00,A,"목표 109% 달성으로 우수한 성과를 보였습니다. 높은 업무 이해도가 돋보였으며, 지속적 우수 성과 유지.",1,완료
CR00495,EMP036,수시 평가,2018-04-17,2018-08-12,2018-08-17 16:44:00,S,이번 평가 기간의 핵심 성과는 혁신 과제 일정 대비 20일 조기 완료입니다. 또한 신규 도구 도입으로 품질 향상했습니다.,2018-08-27 12:58:00,A,"전반적으로 만족스러운 성과입니다. 기술적 깊이에서 강점을 보였으나, 타 팀 협업 강화 시 S등급 기대.",1,완료
CR00496,EMP036,목표 달성 평가,2018-01-17,2018-02-26,2018-03-04 18:22:00,A,"타 팀 동료 3명 지원하며 팀워크를 강화했고, 분기 목표 120% 달성하는 성과를 냈습니다. 향후 리더 포지션에 도전하고 싶습니다.",2018-03-08 15:50:00,A,"목표 114% 달성으로 우수한 성과를 보였습니다. 높은 업무 이해도가 돋보였으며, 리더십 역량 개발 시 더 큰 성장 기대.",0,완료
CR00497,EMP036,프로젝트 종료 평가,2018-11-09,2018-12-25,2018-12-30 18:43:00,S,"타 팀 동료 2명 지원하며 팀워크를 강화했고, 중요 deliverable 4건 완료하는 성과를 냈습니다. 향후 리더 포지션에 도전하고 싶습니다.",2019-01-08 10:42:00,A,이해관계자 기대 부응하는 우수한 성과. 보다 도전적인 과제 부여 검토.,1,완료
CR00498,EMP037,프로젝트 종료 평가,2024-10-02,2024-12-09,2024-12-14 16:42:00,A,"클라우드 역량을 새롭게 습득하고, 업무 개선안 일정 대비 19일 조기 완료하며 기대 이상의 결과를 냈다고 자평합니다. 주니어 개발자 4명 지원하는 과정도 개인 성장에 도움이 되었습니다.",2024-12-20 11:09:00,A,"목표 110% 달성으로 우수한 성과를 보였습니다. 기술적 전문성가 돋보였으며, 리더십 역량 개발 시 더 큰 성장 기대.",0,완료
CR00499,EMP037,분기 평가,2023-11-13,2024-03-04,2024-03-05 14:17:00,B,이번 평가 기간의 핵심 성과는 프로젝트 일정 대비 13일 조기 완료입니다. 또한 신규 도구 도입으로 품질 향상했습니다.,2024-03-10 10:24:00,B,평균적인 성과입니다. 커뮤니케이션 강화 필요. 교육 기회 제공하겠습니다.,0,완료
CR00500,EMP038,분기 평가,2016-05-30,2016-09-23,2016-09-30 17:34:00,S,주요 마일스톤 4건 완료한 것이 주요 성과입니다. 특히 팀 전체 생산성 향상에 기여한 점이 의미 있었습니다.,2016-10-09 12:27:00,A,"전반적으로 만족스러운 성과입니다. 리더십 발휘에서 강점을 보였으나, 이니셔티브 발휘 강화 시 S등급 기대.",1,완료
CR00501,EMP038,목표 달성 평가,2017-11-19,2018-02-11,2018-02-18 10:40:00,A,혁신 과제 일정 대비 5일 조기 완료한 것이 주요 성과입니다. 특히 프로세스 혁신안 제안 및 적용한 점이 의미 있었습니다.,2018-02-21 17:14:00,B,기본 목표는 달성했으나 주도성 부족한 부분이 있습니다. 적극성 제고 권장.,1,완료
CR00502,EMP038,프로젝트 종료 평가,2015-08-26,2015-12-11,2015-12-13 15:04:00,S,"문서화 강화로 협업 효율성 증대하며 팀워크를 강화했고, 분기 목표 103% 달성하는 성과를 냈습니다. 향후 혁신 프로젝트 리딩에 도전하고 싶습니다.",2015-12-21 14:17:00,A,팀 목표 달성에 기여하는 우수한 성과. 차기 프로젝트 핵심 역할 기대.,1,완료
CR00503,EMP038,목표 달성 평가,2015-12-09,2016-03-13,2016-03-15 09:33:00,B,이번 평가 기간의 핵심 성과는 혁신 과제 일정 대비 16일 조기 완료입니다. 또한 업무 효율화로 팀 전체 시간 20% 절감했습니다.,2016-03-19 09:58:00,B,평균적인 성과입니다. 커뮤니케이션 강화 필요. 1:1 코칭 진행하겠습니다.,0,완료
CR00504,EMP038,수시 평가,2017-02-03,2017-05-13,2017-05-15 18:36:00,B,생산성 11% 향상한 것이 주요 성과입니다. 특히 프로세스 혁신안 제안 및 적용한 점이 의미 있었습니다.,2017-05-22 09:47:00,B,기본 목표는 달성했으나 커뮤니케이션 개선 필요한 부분이 있습니다. 기술 역량 강화 교육 권장.,0,완료
CR00505,EMP038,분기 평가,2016-11-23,2017-01-09,2017-01-16 10:39:00,S,"투명한 정보 공유로 협업 효율성 증대하며 팀워크를 강화했고, 중요 deliverable 8건 완료하는 성과를 냈습니다. 향후 더 큰 책임의 역할에 도전하고 싶습니다.",2017-01-23 10:10:00,A,팀 목표 달성에 기여하는 우수한 성과. 차기 프로젝트 핵심 역할 기대.,1,완료
CR00506,EMP038,목표 달성 평가,2018-03-16,2018-05-29,2018-06-01 12:03:00,A,이번 평가 기간의 핵심 성과는 핵심 KPI 4건 완료입니다. 또한 고객 만족도 점수 상승에 기여했습니다.,2018-06-07 14:12:00,B,기본 목표는 달성했으나 주도성 부족한 부분이 있습니다. 협업 스킬 개발 권장.,1,완료
CR00507,EMP038,목표 달성 평가,2018-01-22,2018-04-27,2018-05-03 16:14:00,B,중요 deliverable 8건 완료한 것이 주요 성과입니다. 특히 이해관계자 기대를 초과 충족한 점이 의미 있었습니다.,2018-05-05 17:22:00,B,"주어진 역할 완수했으나, 선제적 대응이 필요합니다. 다음 평가에서는 역량 향상 노력 기대.",0,완료
CR00508,EMP038,프로젝트 종료 평가,2016-12-31,2017-03-11,2017-03-13 14:32:00,A,이번 평가 기간의 핵심 성과는 핵심 KPI 4건 완료입니다. 또한 업무 효율화로 팀 전체 시간 20% 절감했습니다.,2017-03-22 17:58:00,A,"전반적으로 만족스러운 성과입니다. 문제 해결 능력에서 강점을 보였으나, 더 큰 그림을 보는 시각 강화 시 S등급 기대.",0,완료
CR00509,EMP038,목표 달성 평가,2016-12-01,2017-01-18,2017-01-20 17:14:00,A,이번 평가 기간의 핵심 성과는 분기 목표 126% 달성입니다. 또한 고객 만족도 점수 상승에 기여했습니다.,2017-01-25 10:09:00,B,"맡은 업무는 수행했으나, 창의적인 접근이 필요합니다. 다음 평가에서는 성과 제고 기대.",1,완료
CR00510,EMP038,분기 평가,2017-04-07,2017-07-04,2017-07-08 15:10:00,A,"신기술 도입 방안 제안 및 실행하고, 혁신 과제 일정 대비 16일 조기 완료하며 기대 이상의 결과를 냈다고 자평합니다. 팀 내 문제 해결에 기여하는 과정도 개인 성장에 도움이 되었습니다.",2017-07-10 12:21:00,A,이해관계자 기대 부응하는 우수한 성과. 역량 확장 기회 제공 예정.,0,완료
