survey_id,employee_id,org_id,org_name,division_name,survey_year,survey_date,q_psychological_safety,q_trust_in_leadership,q_collaboration,q_innovation_encouragement,q_work_life_balance,q_recognition,q_fairness,overall_team_satisfaction,qualitative_comment,would_recommend_team
TCULTURE00107,EMP042,ORG201,AI솔루션개발팀,기술본부,2023,2023-10-11,3.9,4.1,3.2,4.5,3.7,3.0,3.7,3.7,업무 분배가 불균형하다고 느낍니다. 정기 팀 미팅 활성화이 필요합니다.,3.3
TCULTURE00108,EMP042,ORG201,AI솔루션개발팀,기술본부,2024,2024-10-24,3.7,3.5,3.5,3.0,4.0,2.9,2.9,3.4,업무 분배가 불균형하다고 느낍니다. 역할과 책임 명확화이 필요합니다.,3.7
TCULTURE00109,EMP043,ORG201,AI솔루션개발팀,기술본부,2023,2023-10-11,4.3,3.3,3.9,4.0,3.9,3.3,3.0,3.7,업무 분배가 불균형하다고 느낍니다. 역할과 책임 명확화이 필요합니다.,2.4
TCULTURE00110,EMP043,ORG201,AI솔루션개발팀,기술본부,2024,2024-10-09,3.4,4.1,2.9,3.9,3.0,3.6,3.9,3.5,팀 분위기가 예전만 못합니다. 리더 신뢰 문제로 인해 구성원 의견 청취 상황입니다.,3.2
TCULTURE00111,EMP045,ORG201,AI솔루션개발팀,기술본부,2023,2023-11-11,3.6,3.3,3.9,3.6,3.5,4.3,3.8,3.7,업무 분배가 불균형하다고 느낍니다. 역할과 책임 명확화이 필요합니다.,3.2
TCULTURE00112,EMP045,ORG201,AI솔루션개발팀,기술본부,2024,2024-10-01,3.5,3.5,3.5,4.8,3.7,2.5,3.2,3.5,팀 비전이 명확하지 않습니다. 역할과 책임 명확화이 필요합니다.,2.5
TCULTURE00113,EMP046,ORG201,AI솔루션개발팀,기술본부,2023,2023-11-11,3.3,2.5,3.1,2.7,3.7,3.5,3.7,3.2,업무 분배가 불균형하다고 느낍니다. 프로세스 개선이 필요합니다.,3.4
TCULTURE00114,EMP046,ORG201,AI솔루션개발팀,기술본부,2024,2024-11-15,2.8,3.8,4.5,3.7,3.3,2.8,3.0,3.4,팀 분위기가 점점 악화되는 느낌. 업무 동기 저하로 인해 리더십 교체 검토 상황입니다.,3.7
TCULTURE00115,EMP047,ORG201,AI솔루션개발팀,기술본부,2023,2023-10-10,4.0,3.6,3.9,3.9,3.8,3.2,3.6,3.7,팀 분위기가 점점 악화되는 느낌. 핵심 인재 이탈로 인해 문화 혁신 시급 상황입니다.,3.1
TCULTURE00116,EMP047,ORG201,AI솔루션개발팀,기술본부,2024,2024-11-13,3.5,3.7,4.3,2.8,3.7,4.2,3.9,3.7,팀 내 소통이 원활하지 않을 때가 있습니다. 역할과 책임 명확화이 필요합니다.,3.9
TCULTURE00117,EMP048,ORG202,플랫폼개발팀,기술본부,2024,2024-11-14,3.8,4.1,3.0,2.8,3.5,2.4,4.1,3.4,업무 분배가 불균형하다고 느낍니다. 정기 팀 미팅 활성화이 필요합니다.,4.1
TCULTURE00118,EMP049,ORG202,플랫폼개발팀,기술본부,2023,2023-10-20,3.3,3.3,3.5,3.5,3.6,3.8,3.4,3.5,성과 인정이 부족됩니다. 팀 문화 개선을 위한 솔직한 대화의 장이 필요해 보입니다.,4.0
TCULTURE00119,EMP049,ORG202,플랫폼개발팀,기술본부,2024,2024-10-13,3.7,3.2,4.2,2.8,3.5,4.0,3.1,3.5,팀 분위기가 침체되어 있습니다. 팀 내 갈등로 인해 문화 혁신 시급 상황입니다.,3.7
TCULTURE00120,EMP050,ORG202,플랫폼개발팀,기술본부,2023,2023-10-17,3.8,3.1,3.5,3.4,3.2,4.7,3.1,3.5,팀 분위기가 점점 악화되는 느낌. 업무 동기 저하로 인해 문화 혁신 시급 상황입니다.,4.0
TCULTURE00121,EMP050,ORG202,플랫폼개발팀,기술본부,2024,2024-10-14,3.3,3.0,3.6,3.8,4.0,4.3,5.0,3.9,팀 분위기가 예전만 못합니다. 핵심 인재 이탈로 인해 조직 개편 필요 상황입니다.,3.6
TCULTURE00122,EMP051,ORG202,플랫폼개발팀,기술본부,2023,2023-10-28,3.2,3.7,3.4,4.0,2.9,4.7,3.9,3.7,팀 분위기가 예전만 못합니다. 업무 동기 저하로 인해 문화 혁신 시급 상황입니다.,2.7
TCULTURE00123,EMP051,ORG202,플랫폼개발팀,기술본부,2024,2024-10-24,3.1,3.9,4.1,2.9,3.9,2.5,3.5,3.4,팀 비전이 명확하지 않습니다. 정기 팀 미팅 활성화이 필요합니다.,4.1
TCULTURE00124,EMP052,ORG202,플랫폼개발팀,기술본부,2023,2023-10-27,3.2,2.7,3.6,3.2,3.8,3.1,3.1,3.2,팀 분위기가 예전만 못합니다. 핵심 인재 이탈로 인해 리더십 교체 검토 상황입니다.,2.5
TCULTURE00125,EMP052,ORG202,플랫폼개발팀,기술본부,2024,2024-10-21,3.6,3.4,2.9,3.6,4.0,3.4,3.6,3.5,성장 기회가 제한적됩니다. 팀 문화 개선을 위한 리더십 변화이 필요해 보입니다.,3.6
TCULTURE00126,EMP053,ORG202,플랫폼개발팀,기술본부,2023,2023-10-27,2.9,4.5,3.3,3.8,3.9,3.4,3.8,3.7,업무량이 과도하여 번아웃 우려됩니다. 팀 문화 개선을 위한 솔직한 대화의 장이 필요해 보입니다.,3.6
TCULTURE00127,EMP053,ORG202,플랫폼개발팀,기술본부,2024,2024-11-27,2.8,3.3,3.2,3.3,2.8,4.1,4.3,3.4,성과 인정이 부족됩니다. 팀 문화 개선을 위한 HR 개입이 필요해 보입니다.,4.0
TCULTURE00128,EMP055,ORG202,플랫폼개발팀,기술본부,2023,2023-10-05,4.1,3.3,3.2,3.1,3.8,3.6,3.5,3.5,팀 비전이 명확하지 않습니다. 리더의 적극적 소통이 필요합니다.,4.1
TCULTURE00129,EMP055,ORG202,플랫폼개발팀,기술본부,2024,2024-11-27,3.7,3.1,3.2,3.8,4.0,3.8,4.4,3.7,성과 인정이 부족됩니다. 팀 문화 개선을 위한 HR 개입이 필요해 보입니다.,4.3
TCULTURE00130,EMP056,ORG202,플랫폼개발팀,기술본부,2023,2023-11-25,3.7,3.1,2.8,3.3,3.9,4.4,3.7,3.6,성과 인정이 부족됩니다. 팀 문화 개선을 위한 팀 워크샵이 필요해 보입니다.,4.1
TCULTURE00131,EMP056,ORG202,플랫폼개발팀,기술본부,2024,2024-11-20,3.4,3.8,3.9,2.5,3.3,4.0,3.6,3.5,성과 인정이 부족됩니다. 팀 문화 개선을 위한 HR 개입이 필요해 보입니다.,2.9
TCULTURE00132,EMP057,ORG202,플랫폼개발팀,기술본부,2023,2023-11-21,2.3,3.3,3.5,3.1,3.6,3.8,3.8,3.3,성장 기회가 제한적됩니다. 팀 문화 개선을 위한 솔직한 대화의 장이 필요해 보입니다.,2.3
TCULTURE00133,EMP057,ORG202,플랫폼개발팀,기술본부,2024,2024-10-06,2.8,3.3,3.8,3.7,3.7,3.3,3.3,3.4,팀 분위기가 개선이 시급합니다. 팀 내 갈등로 인해 리더십 교체 검토 상황입니다.,3.1
TCULTURE00134,EMP058,ORG202,플랫폼개발팀,기술본부,2023,2023-11-03,3.9,3.0,3.9,3.6,3.5,3.2,2.8,3.4,팀 분위기가 개선이 시급합니다. 핵심 인재 이탈로 인해 구성원 의견 청취 상황입니다.,3.2
TCULTURE00135,EMP058,ORG202,플랫폼개발팀,기술본부,2024,2024-10-19,3.3,2.3,3.4,4.0,3.8,3.3,3.5,3.4,팀 분위기가 점점 악화되는 느낌. 업무 동기 저하로 인해 리더십 교체 검토 상황입니다.,3.2
TCULTURE00136,EMP059,ORG202,플랫폼개발팀,기술본부,2023,2023-11-01,3.6,4.3,4.0,3.8,3.3,3.9,2.7,3.7,업무량이 과도하여 번아웃 우려됩니다. 팀 문화 개선을 위한 리더십 변화이 필요해 보입니다.,3.4
TCULTURE00137,EMP059,ORG202,플랫폼개발팀,기술본부,2024,2024-11-04,3.8,3.9,3.8,3.6,3.4,3.8,3.0,3.6,팀 분위기가 개선이 시급합니다. 핵심 인재 이탈로 인해 문화 혁신 시급 상황입니다.,3.1
TCULTURE00138,EMP060,ORG202,플랫폼개발팀,기술본부,2023,2023-10-06,3.5,3.6,2.6,3.7,3.9,3.5,4.7,3.6,팀 분위기가 예전만 못합니다. 리더 신뢰 문제로 인해 리더십 교체 검토 상황입니다.,3.2
TCULTURE00139,EMP060,ORG202,플랫폼개발팀,기술본부,2024,2024-11-26,3.3,3.3,3.5,3.3,2.8,3.2,3.5,3.3,팀 비전이 명확하지 않습니다. 리더의 적극적 소통이 필요합니다.,4.1
TCULTURE00140,EMP061,ORG202,플랫폼개발팀,기술본부,2023,2023-10-18,4.6,4.2,3.1,3.2,3.4,4.4,3.4,3.8,팀 분위기가 예전만 못합니다. 팀 내 갈등로 인해 조직 개편 필요 상황입니다.,2.8
TCULTURE00141,EMP061,ORG202,플랫폼개발팀,기술본부,2024,2024-10-10,3.2,3.9,3.8,3.4,3.8,2.4,3.6,3.4,불공정한 평가됩니다. 팀 문화 개선을 위한 솔직한 대화의 장이 필요해 보입니다.,3.9
TCULTURE00142,EMP062,ORG202,플랫폼개발팀,기술본부,2023,2023-10-25,3.1,3.1,2.6,4.3,3.1,3.6,3.8,3.4,불공정한 평가됩니다. 팀 문화 개선을 위한 솔직한 대화의 장이 필요해 보입니다.,4.3
TCULTURE00143,EMP062,ORG202,플랫폼개발팀,기술본부,2024,2024-11-03,3.4,3.2,3.6,4.1,3.4,3.0,2.7,3.3,업무량이 과도하여 번아웃 우려됩니다. 팀 문화 개선을 위한 HR 개입이 필요해 보입니다.,2.9
TCULTURE00144,EMP063,ORG202,플랫폼개발팀,기술본부,2023,2023-10-05,3.9,3.3,3.2,3.1,3.5,3.4,3.4,3.4,업무량이 과도하여 번아웃 우려됩니다. 팀 문화 개선을 위한 팀 워크샵이 필요해 보입니다.,4.2
TCULTURE00145,EMP063,ORG202,플랫폼개발팀,기술본부,2024,2024-10-15,4.3,2.7,3.7,3.1,3.4,3.7,3.4,3.5,성과 인정이 부족됩니다. 팀 문화 개선을 위한 HR 개입이 필요해 보입니다.,3.6
TCULTURE00146,EMP064,ORG202,플랫폼개발팀,기술본부,2023,2023-11-03,3.8,3.6,3.2,3.2,2.8,3.1,4.5,3.5,팀 분위기가 개선이 시급합니다. 팀 내 갈등로 인해 문화 혁신 시급 상황입니다.,3.1
TCULTURE00147,EMP064,ORG202,플랫폼개발팀,기술본부,2024,2024-11-15,2.9,3.7,3.4,3.4,4.2,3.8,3.2,3.5,의사결정 과정이 불투명합니다. 리더의 적극적 소통이 필요합니다.,3.3
TCULTURE00148,EMP065,ORG202,플랫폼개발팀,기술본부,2023,2023-11-25,3.2,3.9,3.3,2.6,3.5,2.7,4.6,3.4,팀 내 소통이 원활하지 않을 때가 있습니다. 역할과 책임 명확화이 필요합니다.,3.0
TCULTURE00149,EMP065,ORG202,플랫폼개발팀,기술본부,2024,2024-11-22,3.4,3.6,3.4,3.4,3.7,4.3,3.9,3.7,팀 분위기가 개선이 시급합니다. 리더 신뢰 문제로 인해 문화 혁신 시급 상황입니다.,4.2
TCULTURE00150,EMP066,ORG202,플랫폼개발팀,기술본부,2023,2023-10-06,3.0,3.7,3.6,3.7,4.2,3.4,3.3,3.6,업무 분배가 불균형하다고 느낍니다. 정기 팀 미팅 활성화이 필요합니다.,3.8
TCULTURE00151,EMP066,ORG202,플랫폼개발팀,기술본부,2024,2024-10-14,2.6,3.4,3.4,3.0,4.0,3.0,3.4,3.3,팀 내 소통이 원활하지 않을 때가 있습니다. 리더의 적극적 소통이 필요합니다.,3.6
TCULTURE00152,EMP067,ORG202,플랫폼개발팀,기술본부,2023,2023-10-11,4.2,3.5,4.0,3.9,3.6,3.0,2.8,3.6,업무량이 과도하여 번아웃 우려됩니다. 팀 문화 개선을 위한 HR 개입이 필요해 보입니다.,3.6
TCULTURE00153,EMP067,ORG202,플랫폼개발팀,기술본부,2024,2024-11-23,3.2,4.0,3.9,3.4,2.9,3.8,3.0,3.5,팀 내 소통이 원활하지 않을 때가 있습니다. 정기 팀 미팅 활성화이 필요합니다.,3.1
TCULTURE00154,EMP068,ORG202,플랫폼개발팀,기술본부,2023,2023-10-03,3.0,3.4,4.1,3.5,3.3,2.7,3.8,3.4,팀 분위기가 개선이 시급합니다. 핵심 인재 이탈로 인해 조직 개편 필요 상황입니다.,3.1
TCULTURE00155,EMP068,ORG202,플랫폼개발팀,기술본부,2024,2024-11-23,3.6,3.3,3.9,3.4,3.5,3.7,4.6,3.7,팀 분위기가 예전만 못합니다. 핵심 인재 이탈로 인해 문화 혁신 시급 상황입니다.,3.9
TCULTURE00156,EMP069,ORG202,플랫폼개발팀,기술본부,2023,2023-11-10,3.5,3.5,3.2,3.0,3.2,3.1,3.8,3.3,업무량이 과도하여 번아웃 우려됩니다. 팀 문화 개선을 위한 리더십 변화이 필요해 보입니다.,3.0
TCULTURE00157,EMP069,ORG202,플랫폼개발팀,기술본부,2024,2024-10-12,4.2,3.9,3.5,3.5,3.2,3.6,4.0,3.7,불공정한 평가됩니다. 팀 문화 개선을 위한 솔직한 대화의 장이 필요해 보입니다.,3.1
TCULTURE00158,EMP070,ORG202,플랫폼개발팀,기술본부,2023,2023-10-09,2.7,3.9,3.7,2.9,3.1,3.1,3.1,3.2,팀 분위기가 침체되어 있습니다. 핵심 인재 이탈로 인해 조직 개편 필요 상황입니다.,3.3
TCULTURE00159,EMP070,ORG202,플랫폼개발팀,기술본부,2024,2024-11-19,3.4,3.2,3.1,3.4,3.6,3.3,4.1,3.4,팀 분위기가 개선이 시급합니다. 업무 동기 저하로 인해 조직 개편 필요 상황입니다.,3.8
TCULTURE00160,EMP071,ORG202,플랫폼개발팀,기술본부,2023,2023-11-02,2.7,3.8,3.8,3.3,2.8,3.5,3.5,3.3,업무 분배가 불균형하다고 느낍니다. 리더의 적극적 소통이 필요합니다.,2.9
TCULTURE00161,EMP071,ORG202,플랫폼개발팀,기술본부,2024,2024-11-04,2.8,3.5,3.4,3.3,3.5,2.9,3.3,3.2,불공정한 평가됩니다. 팀 문화 개선을 위한 솔직한 대화의 장이 필요해 보입니다.,3.8
TCULTURE00162,EMP072,ORG202,플랫폼개발팀,기술본부,2023,2023-11-23,3.3,2.7,3.3,3.0,3.6,3.7,2.7,3.2,업무 분배가 불균형하다고 느낍니다. 리더의 적극적 소통이 필요합니다.,3.9
TCULTURE00163,EMP072,ORG202,플랫폼개발팀,기술본부,2024,2024-11-22,2.9,4.3,3.5,2.9,2.9,3.7,3.3,3.4,업무 분배가 불균형하다고 느낍니다. 역할과 책임 명확화이 필요합니다.,3.5
TCULTURE00164,EMP073,ORG202,플랫폼개발팀,기술본부,2023,2023-11-14,4.3,3.2,3.5,4.2,3.6,2.7,3.8,3.6,팀 분위기가 점점 악화되는 느낌. 핵심 인재 이탈로 인해 조직 개편 필요 상황입니다.,2.9
TCULTURE00165,EMP073,ORG202,플랫폼개발팀,기술본부,2024,2024-11-02,4.2,3.1,5.0,4.2,3.1,3.5,3.9,3.9,성과 인정이 부족됩니다. 팀 문화 개선을 위한 리더십 변화이 필요해 보입니다.,3.9
TCULTURE00166,EMP074,ORG202,플랫폼개발팀,기술본부,2023,2023-11-16,3.7,4.1,3.4,3.3,3.3,3.9,3.7,3.6,팀 분위기가 예전만 못합니다. 리더 신뢰 문제로 인해 문화 혁신 시급 상황입니다.,3.6
TCULTURE00167,EMP074,ORG202,플랫폼개발팀,기술본부,2024,2024-10-05,3.9,2.5,3.7,3.6,4.3,2.7,4.3,3.6,팀 분위기가 예전만 못합니다. 리더 신뢰 문제로 인해 구성원 의견 청취 상황입니다.,3.5
TCULTURE00168,EMP075,ORG202,플랫폼개발팀,기술본부,2023,2023-11-02,3.7,4.3,3.8,3.7,3.6,3.3,3.5,3.7,성과 인정이 부족됩니다. 팀 문화 개선을 위한 HR 개입이 필요해 보입니다.,3.1
TCULTURE00169,EMP075,ORG202,플랫폼개발팀,기술본부,2024,2024-10-21,3.5,2.3,3.7,3.4,3.3,3.6,2.8,3.2,팀 내 소통이 원활하지 않을 때가 있습니다. 역할과 책임 명확화이 필요합니다.,4.5
TCULTURE00170,EMP076,ORG202,플랫폼개발팀,기술본부,2023,2023-10-26,3.4,3.4,3.0,3.5,4.2,4.0,3.9,3.6,성장 기회가 제한적됩니다. 팀 문화 개선을 위한 리더십 변화이 필요해 보입니다.,3.8
TCULTURE00171,EMP076,ORG202,플랫폼개발팀,기술본부,2024,2024-11-23,3.3,2.8,3.4,3.4,4.0,3.7,4.3,3.6,팀 비전이 명확하지 않습니다. 프로세스 개선이 필요합니다.,4.1
TCULTURE00172,EMP077,ORG202,플랫폼개발팀,기술본부,2023,2023-11-19,3.3,2.6,4.2,4.2,2.8,4.3,3.7,3.6,업무 분배가 불균형하다고 느낍니다. 정기 팀 미팅 활성화이 필요합니다.,3.6
TCULTURE00173,EMP077,ORG202,플랫폼개발팀,기술본부,2024,2024-10-28,4.3,4.2,3.8,3.7,3.8,3.3,3.5,3.8,팀 분위기가 점점 악화되는 느낌. 업무 동기 저하로 인해 리더십 교체 검토 상황입니다.,3.0
TCULTURE00174,EMP078,ORG202,플랫폼개발팀,기술본부,2023,2023-10-14,3.3,3.3,3.2,3.6,3.3,3.8,2.7,3.3,팀 분위기가 침체되어 있습니다. 핵심 인재 이탈로 인해 리더십 교체 검토 상황입니다.,3.4
TCULTURE00175,EMP078,ORG202,플랫폼개발팀,기술본부,2024,2024-10-06,3.6,3.3,3.4,2.7,3.7,3.8,3.7,3.5,팀 분위기가 점점 악화되는 느낌. 팀 내 갈등로 인해 리더십 교체 검토 상황입니다.,4.0
TCULTURE00176,EMP079,ORG203,데이터분석팀,기술본부,2023,2023-11-21,4.6,4.6,4.5,4.7,4.0,4.2,5.0,4.5,우리 팀은 개방적 소통이 매우 잘 형성되어 있습니다. 실패를 두려워하지 않고 도전하는 분위기가 정착되어 있어 오래 함께하고 싶습니다.,3.8
TCULTURE00177,EMP079,ORG203,데이터분석팀,기술본부,2024,2024-10-15,4.5,4.9,4.5,4.4,4.5,4.4,4.5,4.5,우리 팀은 심리적 안전감이 매우 잘 형성되어 있습니다. 실패를 두려워하지 않고 도전하는 분위기가 정착되어 있어 최고의 팀이라 생각합니다.,4.3
TCULTURE00178,EMP080,ORG203,데이터분석팀,기술본부,2023,2023-11-19,4.8,4.9,4.5,4.1,4.3,4.4,4.7,4.5,팀원 모두가 건설적 피드백를 만들어가고 있습니다. 어려운 프로젝트도 함께라면 해낼 수 있다는 믿음입니다.,4.2
TCULTURE00179,EMP080,ORG203,데이터분석팀,기술본부,2024,2024-10-04,4.3,4.7,4.8,4.3,4.1,5.0,4.7,4.6,팀장님이 공정하고 투명하게 의사결정해주십니다. 정기적인 1:1 미팅에서 커리어 고민을 함께 나누고해주셔서 감사합니다.,4.4
TCULTURE00180,EMP081,ORG203,데이터분석팀,기술본부,2023,2023-10-07,4.8,4.5,4.8,4.5,4.5,4.5,4.1,4.5,우리 팀은 협력 문화이 매우 잘 형성되어 있습니다. 자유롭게 의견을 나누며 혁신하는 분위기가 정착되어 있어 최고의 팀이라 생각합니다.,5.0
TCULTURE00181,EMP081,ORG203,데이터분석팀,기술본부,2024,2024-11-10,4.2,4.1,4.4,4.2,4.5,4.7,4.8,4.4,팀장님이 공정하고 투명하게 의사결정해주십니다. 정기적인 1:1 미팅에서 커리어 고민을 함께 나누고해주셔서 감사합니다.,4.7
TCULTURE00182,EMP083,ORG203,데이터분석팀,기술본부,2024,2024-11-14,4.4,4.5,4.6,4.0,4.7,4.1,5.0,4.5,팀장님이 권한을 적절히 위임하고 신뢰해주십니다. 정기적인 1:1 미팅에서 커리어 고민을 함께 나누고해주셔서 감사합니다.,4.4
TCULTURE00183,EMP084,ORG203,데이터분석팀,기술본부,2023,2023-11-06,4.4,4.3,4.3,5.0,4.8,4.0,5.0,4.5,팀장님이 권한을 적절히 위임하고 신뢰해주십니다. 정기적인 1:1 미팅에서 커리어 고민을 함께 나누고해주셔서 감사합니다.,4.9
TCULTURE00184,EMP084,ORG203,데이터분석팀,기술본부,2024,2024-10-03,4.4,4.6,4.5,5.0,4.3,4.5,4.4,4.5,팀원 모두가 긍정적 에너지를 만들어가고 있습니다. 어려운 프로젝트도 함께라면 해낼 수 있다는 믿음입니다.,4.1
TCULTURE00185,EMP085,ORG203,데이터분석팀,기술본부,2023,2023-10-25,5.0,4.1,4.6,4.0,4.4,4.6,4.3,4.4,우리 팀은 개방적 소통이 매우 잘 형성되어 있습니다. 실패를 두려워하지 않고 도전하는 분위기가 정착되어 있어 팀에 대한 자부심이 큽니다.,4.7
TCULTURE00186,EMP085,ORG203,데이터분석팀,기술본부,2024,2024-11-27,4.4,4.8,4.9,4.3,4.5,4.6,4.7,4.6,팀원 모두가 서로 돕는 문화를 만들어가고 있습니다. 어려운 프로젝트도 함께라면 해낼 수 있다는 믿음입니다.,4.5
TCULTURE00187,EMP086,ORG203,데이터분석팀,기술본부,2023,2023-10-16,4.6,4.4,4.5,4.9,4.7,4.7,4.7,4.6,우리 팀은 심리적 안전감이 매우 잘 형성되어 있습니다. 함께 문제를 해결하는 분위기가 정착되어 있어 업무 만족도가 높습니다.,4.5
TCULTURE00188,EMP086,ORG203,데이터분석팀,기술본부,2024,2024-10-23,4.6,4.2,4.9,3.7,4.5,4.8,4.1,4.4,우리 팀은 상호 신뢰이 매우 잘 형성되어 있습니다. 서로 존중하며 성장하는 분위기가 정착되어 있어 업무 만족도가 높습니다.,4.6
TCULTURE00189,EMP087,ORG203,데이터분석팀,기술본부,2023,2023-10-20,4.3,4.4,4.8,4.6,3.9,4.2,4.8,4.4,팀장님이 개개인의 강점을 살려 활용해주십니다. 실패해도 배움의 기회로 삼으며해주셔서 감사합니다.,4.6
TCULTURE00190,EMP087,ORG203,데이터분석팀,기술본부,2024,2024-10-23,5.0,5.0,4.4,5.0,4.5,4.2,4.3,4.6,우리 팀은 협력 문화이 매우 잘 형성되어 있습니다. 자유롭게 의견을 나누며 혁신하는 분위기가 정착되어 있어 오래 함께하고 싶습니다.,3.8
TCULTURE00191,EMP088,ORG203,데이터분석팀,기술본부,2023,2023-10-08,5.0,5.0,4.2,4.4,4.5,4.2,4.0,4.5,팀원 모두가 건설적 피드백를 만들어가고 있습니다. 이 팀에서 최고의 경험입니다.,4.4
TCULTURE00192,EMP088,ORG203,데이터분석팀,기술본부,2024,2024-10-18,4.4,4.4,4.6,4.9,4.4,4.6,4.7,4.6,우리 팀은 심리적 안전감이 매우 잘 형성되어 있습니다. 서로 존중하며 성장하는 분위기가 정착되어 있어 최고의 팀이라 생각합니다.,4.7
TCULTURE00193,EMP089,ORG203,데이터분석팀,기술본부,2023,2023-10-09,4.3,4.5,4.7,4.2,4.9,4.9,4.3,4.5,팀원 모두가 지식 공유를 만들어가고 있습니다. 동료들과 함께 성장하는 느낌입니다.,4.6
TCULTURE00194,EMP089,ORG203,데이터분석팀,기술본부,2024,2024-10-16,4.7,4.3,4.6,4.5,4.1,4.6,4.2,4.4,우리 팀은 상호 신뢰이 매우 잘 형성되어 있습니다. 실패를 두려워하지 않고 도전하는 분위기가 정착되어 있어 팀에 대한 자부심이 큽니다.,4.8
TCULTURE00195,EMP090,ORG203,데이터분석팀,기술본부,2023,2023-10-11,4.3,4.5,4.9,4.6,4.2,4.2,4.3,4.4,팀원 모두가 긍정적 에너지를 만들어가고 있습니다. 타 부서 동료들이 부러워하는 팀입니다.,4.6
TCULTURE00196,EMP090,ORG203,데이터분석팀,기술본부,2024,2024-11-13,4.6,4.2,4.1,4.6,4.4,5.0,4.5,4.5,우리 팀은 개방적 소통이 매우 잘 형성되어 있습니다. 함께 문제를 해결하는 분위기가 정착되어 있어 팀에 대한 자부심이 큽니다.,5.0
TCULTURE00197,EMP091,ORG203,데이터분석팀,기술본부,2023,2023-11-03,4.1,4.0,4.2,4.9,5.0,4.3,4.4,4.4,팀장님이 개개인의 강점을 살려 활용해주십니다. 성과는 공정하게 인정하고해주셔서 감사합니다.,4.1
TCULTURE00198,EMP091,ORG203,데이터분석팀,기술본부,2024,2024-10-21,4.0,4.7,4.6,4.5,4.1,5.0,4.3,4.5,팀원 모두가 서로 돕는 문화를 만들어가고 있습니다. 어려운 프로젝트도 함께라면 해낼 수 있다는 믿음입니다.,4.7
TCULTURE00199,EMP094,ORG203,데이터분석팀,기술본부,2023,2023-11-28,4.1,4.4,4.6,4.6,4.5,4.6,4.2,4.4,팀장님이 개개인의 강점을 살려 활용해주십니다. 정기적인 1:1 미팅에서 커리어 고민을 함께 나누고해주셔서 감사합니다.,4.6
TCULTURE00200,EMP094,ORG203,데이터분석팀,기술본부,2024,2024-10-22,4.5,4.6,4.5,4.1,4.1,3.8,4.7,4.3,팀장님이 개개인의 강점을 살려 활용해주십니다. 개인 사정도 배려해주셔서 감사합니다.,4.7
TCULTURE00201,EMP095,ORG203,데이터분석팀,기술본부,2023,2023-11-04,4.8,4.6,3.9,4.2,4.6,4.5,4.4,4.4,팀원 모두가 서로 돕는 문화를 만들어가고 있습니다. 어려운 프로젝트도 함께라면 해낼 수 있다는 믿음입니다.,4.6
TCULTURE00202,EMP095,ORG203,데이터분석팀,기술본부,2024,2024-10-19,4.5,4.5,4.3,4.8,4.4,4.1,4.3,4.4,우리 팀은 개방적 소통이 매우 잘 형성되어 있습니다. 자유롭게 의견을 나누며 혁신하는 분위기가 정착되어 있어 오래 함께하고 싶습니다.,4.4
TCULTURE00203,EMP096,ORG203,데이터분석팀,기술본부,2023,2023-11-26,4.8,4.5,4.4,4.1,4.7,4.3,4.5,4.5,팀장님이 공정하고 투명하게 의사결정해주십니다. 성과는 공정하게 인정하고해주셔서 감사합니다.,4.9
TCULTURE00204,EMP096,ORG203,데이터분석팀,기술본부,2024,2024-11-14,4.7,4.0,4.0,4.5,4.1,4.7,4.5,4.4,팀원 모두가 지식 공유를 만들어가고 있습니다. 동료들과 함께 성장하는 느낌입니다.,4.5
TCULTURE00205,EMP097,ORG203,데이터분석팀,기술본부,2023,2023-11-25,4.3,5.0,5.0,4.4,4.6,4.5,4.4,4.6,팀원 모두가 건설적 피드백를 만들어가고 있습니다. 이 팀에서 최고의 경험입니다.,4.3
TCULTURE00206,EMP097,ORG203,데이터분석팀,기술본부,2024,2024-10-15,4.2,4.2,4.6,4.3,3.7,4.6,4.5,4.3,팀장님이 개개인의 강점을 살려 활용해주십니다. 개인 사정도 배려해주셔서 감사합니다.,4.9
TCULTURE00207,EMP100,ORG203,데이터분석팀,기술본부,2023,2023-10-07,4.6,4.1,3.8,4.3,4.3,4.8,4.5,4.3,팀원 모두가 건설적 피드백를 만들어가고 있습니다. 동료들과 함께 성장하는 느낌입니다.,4.8
TCULTURE00208,EMP100,ORG203,데이터분석팀,기술본부,2024,2024-10-03,4.1,4.8,4.7,3.9,4.9,4.5,4.6,4.5,우리 팀은 개방적 소통이 매우 잘 형성되어 있습니다. 자유롭게 의견을 나누며 혁신하는 분위기가 정착되어 있어 팀에 대한 자부심이 큽니다.,4.2
TCULTURE00209,EMP101,ORG203,데이터분석팀,기술본부,2023,2023-10-11,4.9,4.1,4.7,4.7,4.2,5.0,4.6,4.6,팀장님이 개개인의 강점을 살려 활용해주십니다. 개인 사정도 배려해주셔서 감사합니다.,4.7
TCULTURE00210,EMP101,ORG203,데이터분석팀,기술본부,2024,2024-11-20,4.0,5.0,4.1,4.8,4.2,4.3,4.7,4.4,팀원 모두가 긍정적 에너지를 만들어가고 있습니다. 이 팀에서 최고의 경험입니다.,4.8
