review_id,employee_id,review_period,final_grade,manager_comment_development
REV0266,EMP049,2022 H2,B,안정적이나 도전 부족. 더 높은 목표 설정 권장 필요.
REV0267,EMP049,2023 H1,S,반기 목표 151% 달성으로 탁월한 성과. 팀 전체 성과 향상에 기여. 승진 적극 추천.
REV0268,EMP049,2023 H2,B,평균적 성과. 프로세스 개선 기여도 낮음. 멘토 배정 지원.
REV0269,EMP049,2024 H1,B,기대치 수준. 적극성 제고 필요.
REV0270,EMP050,2022 H1,A,반기 목표 117% 달성. 기대에 부응하는 기여. 리더십 기회 제공 검토.
REV0271,EMP050,2022 H2,D,심각한 수준의 저성과. 역량 재평가 필요. PIP 즉시 적용.
REV0272,EMP050,2023 H1,B,맡은 일은 하나 확장성 없음. 더 높은 목표 설정 권장 필요.
REV0273,EMP050,2023 H2,A,우수한 성과. 전략적 사고 개발 시 S등급 도약 가능. 경력 개발 계획 수립.
REV0274,EMP050,2024 H1,A,반기 목표 120% 달성. 안정적이고 우수한 성과. 리더십 기회 제공 검토.
REV0275,EMP051,2022 H1,A,반기 목표 114% 달성. 전문성을 바탕으로 한 성과. 리더십 기회 제공 검토.
REV0276,EMP051,2022 H2,B,기본 목표 달성. 품질 기준 충족. 커뮤니케이션 개선 필요.
REV0277,EMP051,2023 H1,S,창의적 문제 해결으로 조직에 큰 가치 창출. 차세대 리더 육성 대상.
REV0278,EMP051,2023 H2,A,우수한 성과. 글로벌 마인드 개발 시 S등급 도약 가능. 교육 투자 예정.
REV0279,EMP051,2024 H1,B,기본 목표 달성. 무난한 업무 처리. 주도성 강화 필요.
REV0280,EMP052,2022 H1,B,기본 목표 달성. 무난한 업무 처리. 주도성 강화 필요.
REV0281,EMP052,2022 H2,B,기본 목표 달성. 무난한 업무 처리. 커뮤니케이션 개선 필요.
REV0282,EMP052,2023 H1,S,반기 목표 138% 달성으로 탁월한 성과. 팀 전체 성과 향상에 기여. 리더 역할 부여 검토.
REV0283,EMP052,2023 H2,A,책임감과 실행력 우수. 보상 인센티브.
REV0284,EMP052,2024 H1,C,반복적 실수. 3개월 내 역량 향상 없으면 계약 갱신 논의.
REV0285,EMP053,2022 H1,C,목표 달성률 66%. 태도 문제 파악. 집중 육성 시급.
REV0286,EMP053,2022 H2,A,반기 목표 106% 달성. 기대에 부응하는 기여. 승진 후보 검토.
REV0287,EMP053,2023 H1,B,안정적이나 도전 부족. 시야 확대 필요.
REV0288,EMP053,2023 H2,B,기본 목표 달성. 평균 수준 성과. 주도성 강화 필요.
REV0289,EMP053,2024 H1,C,개선 미흡. 3개월 내 구체적 발전 없으면 계약 갱신 논의.
REV0290,EMP055,2022 H1,S,기대를 크게 상회하는 성과. 이해관계자 만족도 최고. 회사의 미래를 책임질 핵심 인재.
REV0291,EMP055,2022 H2,C,목표 달성률 62%. 역량 부족 파악. 집중 육성 시급.
REV0292,EMP055,2023 H1,C,개선 미흡. 3개월 내 태도 변화 없으면 계약 갱신 논의.
REV0293,EMP055,2023 H2,S,exceptional한 전문성으로 조직에 큰 가치 창출. 장기 유지 전략 필요.
REV0294,EMP055,2024 H1,C,목표 달성률 69%. 우선순위 오류 파악. 업무 재배치 시급.
REV0295,EMP056,2022 H1,B,기대치 수준. 시야 확대 필요.
REV0296,EMP056,2022 H2,C,목표 이해 부족. 3개월 내 태도 변화 없으면 추가 조치.
REV0297,EMP056,2023 H1,A,반기 목표 115% 달성. 안정적이고 우수한 성과. 도전적 과제 부여.
REV0298,EMP056,2023 H2,A,우수한 성과. 리더십 역량 개발 시 S등급 도약 가능. 해외 연수 검토.
REV0299,EMP056,2024 H1,C,개선 미흡. 3개월 내 태도 변화 없으면 추가 조치.
REV0300,EMP057,2022 H1,B,기본 목표 달성. 무난한 업무 처리. 주도성 강화 필요.
REV0301,EMP057,2022 H2,B,평균적 성과. 혁신 시도 미흡. 개선 계획 지원.
REV0302,EMP057,2023 H1,B,안정적이나 도전 부족. 더 높은 목표 설정 권장 필요.
REV0303,EMP057,2023 H2,B,평균적 성과. 성장 정체 우려. 1:1 코칭 지원.
REV0304,EMP057,2024 H1,A,기술적 전문성 우수. 지속적 성장 기대.
REV0305,EMP058,2022 H1,B,맡은 일은 하나 확장성 없음. 자기주도적 개선 필요.
REV0306,EMP058,2022 H2,D,심각한 수준의 저성과. 적합성 검토 필요. 고용 유지 재검토.
REV0307,EMP058,2023 H1,B,평균적 성과. 수동적 업무 태도. 개선 계획 지원.
REV0308,EMP058,2023 H2,D,심각한 수준의 저성과. 즉시 개선 조치 필요. 고용 유지 재검토.
REV0309,EMP058,2024 H1,B,기본 목표 달성. 무난한 업무 처리. 기술 역량 보완 필요.
REV0310,EMP059,2022 H1,C,개선 미흡. 3개월 내 명확한 개선 없으면 추가 조치.
REV0311,EMP059,2022 H2,B,평균적 성과. 혁신 시도 미흡. 1:1 코칭 지원.
REV0312,EMP059,2023 H1,A,반기 목표 117% 달성. 안정적이고 우수한 성과. 리더십 기회 제공 검토.
REV0313,EMP059,2023 H2,S,반기 목표 146% 달성으로 탁월한 성과. 팀 전체 성과 향상에 기여. 보상 상향 필요.
REV0314,EMP059,2024 H1,C,목표 이해 부족. 3개월 내 태도 변화 없으면 추가 조치.
REV0315,EMP060,2023 H1,B,평범한 수준. 시야 확대 필요.
REV0316,EMP060,2023 H2,D,심각한 수준의 저성과. 역량 재평가 필요. 업무 전환.
REV0317,EMP060,2024 H1,A,프로젝트 수행 능력 우수. 핵심 프로젝트 투입.
REV0318,EMP061,2022 H1,D,심각한 수준의 저성과. 적합성 검토 필요. 전문가 코칭.
REV0319,EMP061,2022 H2,B,맡은 일은 하나 확장성 없음. 시야 확대 필요.
REV0320,EMP061,2023 H1,A,협업 및 소통 역량 우수. 역량 확장 지원.
REV0321,EMP061,2023 H2,A,프로젝트 수행 능력 우수. 역량 확장 지원.
REV0322,EMP061,2024 H1,C,목표 이해 부족. 3개월 내 역량 향상 없으면 추가 조치.
REV0323,EMP062,2023 H1,A,반기 목표 108% 달성. 기대에 부응하는 기여. 도전적 과제 부여.
REV0324,EMP062,2023 H2,B,안정적이나 도전 부족. 더 높은 목표 설정 권장 필요.
REV0325,EMP062,2024 H1,C,목표 달성률 75%. 역량 부족 파악. PIP 수립 시급.
REV0326,EMP063,2022 H1,B,평균적 성과. 혁신 시도 미흡. 멘토 배정 지원.
REV0327,EMP063,2022 H2,B,기대치 수준. 적극성 제고 필요.
REV0328,EMP063,2023 H1,A,협업 및 소통 역량 우수. 보상 인센티브.
REV0329,EMP063,2023 H2,S,반기 목표 139% 달성으로 탁월한 성과. 핵심 프로젝트를 성공으로 이끔. 리더 역할 부여 검토.
REV0330,EMP063,2024 H1,C,목표 이해 부족. 3개월 내 구체적 발전 없으면 재배치 검토.
REV0331,EMP064,2022 H1,B,기본 목표 달성. 무난한 업무 처리. 기술 역량 보완 필요.
REV0332,EMP064,2022 H2,S,반기 목표 149% 달성으로 탁월한 성과. 기술적 난제 해결로 회사 발전 기여. 보상 상향 필요.
REV0333,EMP064,2023 H1,C,목표 이해 부족. 3개월 내 명확한 개선 없으면 재배치 검토.
REV0334,EMP064,2023 H2,C,목표 달성률 62%. 태도 문제 파악. 멘토링 강화 시급.
REV0335,EMP064,2024 H1,A,반기 목표 108% 달성. 전문성을 바탕으로 한 성과. 승진 후보 검토.
REV0336,EMP065,2022 H1,C,목표 달성률 64%. 우선순위 오류 파악. 집중 육성 시급.
REV0337,EMP065,2022 H2,A,우수한 성과. 리더십 역량 개발 시 S등급 도약 가능. 멘토링 프로그램.
REV0338,EMP065,2023 H1,D,심각한 수준의 저성과. 역량 재평가 필요. PIP 즉시 적용.
REV0339,EMP065,2023 H2,A,프로젝트 수행 능력 우수. 지속적 성장 기대.
REV0340,EMP065,2024 H1,B,평균적 성과. 혁신 시도 미흡. 교육 기회 지원.
REV0341,EMP066,2023 H1,B,평범한 수준. 시야 확대 필요.
REV0342,EMP066,2023 H2,C,개선 미흡. 3개월 내 태도 변화 없으면 진로 상담.
REV0343,EMP066,2024 H1,B,기본 목표 달성. 무난한 업무 처리. 주도성 강화 필요.
REV0344,EMP067,2022 H1,S,반기 목표 145% 달성으로 탁월한 성과. 기술적 난제 해결로 회사 발전 기여. 리더 역할 부여 검토.
REV0345,EMP067,2022 H2,B,기본 목표 달성. 평균 수준 성과. 효율성 제고 필요.
REV0346,EMP067,2023 H1,B,맡은 일은 하나 확장성 없음. 자기주도적 개선 필요.
REV0347,EMP067,2023 H2,C,목표 달성률 61%. 협업 어려움 파악. PIP 수립 시급.
REV0348,EMP067,2024 H1,A,반기 목표 114% 달성. 기대에 부응하는 기여. 리더십 기회 제공 검토.
REV0349,EMP068,2022 H1,A,반기 목표 117% 달성. 팀 목표 달성에 기여. 전문가 트랙 육성.
REV0350,EMP068,2022 H2,B,기본 목표 달성. 평균 수준 성과. 커뮤니케이션 개선 필요.
REV0351,EMP068,2023 H1,B,평균적 성과. 수동적 업무 태도. 멘토 배정 지원.
REV0352,EMP068,2023 H2,C,목표 달성률 64%. 협업 어려움 파악. 멘토링 강화 시급.
REV0353,EMP068,2024 H1,A,우수한 성과. 리더십 역량 개발 시 S등급 도약 가능. 교육 투자 예정.
REV0354,EMP069,2022 H2,A,우수한 성과. 전략적 사고 개발 시 S등급 도약 가능. 경력 개발 계획 수립.
REV0355,EMP069,2023 H1,A,책임감과 실행력 우수. 보상 인센티브.
REV0356,EMP069,2023 H2,B,평범한 수준. 더 높은 목표 설정 권장 필요.
REV0357,EMP069,2024 H1,B,평범한 수준. 자기주도적 개선 필요.
REV0358,EMP070,2022 H1,B,기본 목표 달성. 평균 수준 성과. 기술 역량 보완 필요.
REV0359,EMP070,2022 H2,B,평범한 수준. 시야 확대 필요.
REV0360,EMP070,2023 H1,D,심각한 수준의 저성과. 역량 재평가 필요. 고용 유지 재검토.
REV0361,EMP070,2023 H2,B,평균적 성과. 수동적 업무 태도. 1:1 코칭 지원.
REV0362,EMP070,2024 H1,B,기본 목표 달성. 평균 수준 성과. 주도성 강화 필요.
REV0363,EMP071,2022 H1,D,심각한 수준의 저성과. 즉시 개선 조치 필요. 고용 유지 재검토.
REV0364,EMP071,2022 H2,B,기대치 수준. 더 높은 목표 설정 권장 필요.
REV0365,EMP071,2023 H1,B,기본 목표 달성. 일부 지연 발생. 커뮤니케이션 개선 필요.
REV0366,EMP071,2023 H2,A,반기 목표 113% 달성. 팀 목표 달성에 기여. 리더십 기회 제공 검토.
REV0367,EMP071,2024 H1,C,기대 이하 성과. 3개월 내 역량 향상 없으면 진로 상담.
REV0368,EMP072,2022 H1,B,안정적이나 도전 부족. 적극성 제고 필요.
REV0369,EMP072,2022 H2,A,우수한 성과. 글로벌 마인드 개발 시 S등급 도약 가능. 경력 개발 계획 수립.
REV0370,EMP072,2023 H1,A,반기 목표 109% 달성. 안정적이고 우수한 성과. 리더십 기회 제공 검토.
REV0371,EMP072,2023 H2,C,개선 미흡. 3개월 내 명확한 개선 없으면 진로 상담.
REV0372,EMP072,2024 H1,C,개선 미흡. 3개월 내 구체적 발전 없으면 재배치 검토.
REV0373,EMP073,2022 H1,S,창의적 문제 해결으로 조직에 큰 가치 창출. 차세대 리더 육성 대상.
REV0374,EMP073,2022 H2,D,심각한 수준의 저성과. 근본 원인 파악 필요. 전문가 코칭.
REV0375,EMP073,2023 H1,A,우수한 성과. 글로벌 마인드 개발 시 S등급 도약 가능. 교육 투자 예정.
REV0376,EMP073,2023 H2,D,심각한 수준의 저성과. 적합성 검토 필요. PIP 즉시 적용.
REV0377,EMP073,2024 H1,C,목표 달성률 66%. 역량 부족 파악. PIP 수립 시급.
REV0378,EMP074,2022 H1,A,프로젝트 수행 능력 우수. 보상 인센티브.
REV0379,EMP074,2022 H2,S,창의적 문제 해결으로 조직에 큰 가치 창출. 장기 유지 전략 필요.
REV0380,EMP074,2023 H1,S,기대를 크게 상회하는 성과. 회사 평판 제고. 회사의 미래를 책임질 핵심 인재.
REV0381,EMP074,2023 H2,B,기본 목표 달성. 평균 수준 성과. 주도성 강화 필요.
REV0382,EMP074,2024 H1,A,반기 목표 112% 달성. 안정적이고 우수한 성과. 승진 후보 검토.
REV0383,EMP075,2022 H1,B,기대치 수준. 더 높은 목표 설정 권장 필요.
REV0384,EMP075,2022 H2,S,창의적 문제 해결으로 조직에 큰 가치 창출. 경쟁사 스카우트 우려.
REV0385,EMP075,2023 H1,B,기본 목표 달성. 일부 지연 발생. 커뮤니케이션 개선 필요.
REV0386,EMP075,2023 H2,B,평균적 성과. 성장 정체 우려. 교육 기회 지원.
REV0387,EMP075,2024 H1,B,안정적이나 도전 부족. 시야 확대 필요.
REV0388,EMP076,2022 H2,A,책임감과 실행력 우수. 역량 확장 지원.
REV0389,EMP076,2023 H1,C,반복적 실수. 3개월 내 명확한 개선 없으면 재배치 검토.
REV0390,EMP076,2023 H2,A,반기 목표 110% 달성. 팀 목표 달성에 기여. 승진 후보 검토.
REV0391,EMP076,2024 H1,A,프로젝트 수행 능력 우수. 보상 인센티브.
REV0392,EMP077,2023 H2,S,반기 목표 136% 달성으로 탁월한 성과. 기술적 난제 해결로 회사 발전 기여. 핵심인재로 관리.
REV0393,EMP077,2024 H1,A,책임감과 실행력 우수. 역량 확장 지원.
REV0394,EMP078,2022 H1,D,심각한 수준의 저성과. 역량 재평가 필요. PIP 즉시 적용.
REV0395,EMP078,2022 H2,A,반기 목표 115% 달성. 안정적이고 우수한 성과. 전문가 트랙 육성.
REV0396,EMP078,2023 H1,B,기본 목표 달성. 일부 지연 발생. 주도성 강화 필요.
REV0397,EMP078,2023 H2,B,평균적 성과. 성장 정체 우려. 개선 계획 지원.
REV0398,EMP078,2024 H1,A,프로젝트 수행 능력 우수. 역량 확장 지원.
REV0399,EMP079,2022 H1,C,반복적 실수. 3개월 내 구체적 발전 없으면 계약 갱신 논의.
REV0400,EMP079,2022 H2,B,맡은 일은 하나 확장성 없음. 더 높은 목표 설정 권장 필요.
REV0401,EMP079,2023 H1,S,기대를 크게 상회하는 성과. 프로젝트 수주 기여. 회사의 미래를 책임질 핵심 인재.
REV0402,EMP079,2023 H2,A,프로젝트 수행 능력 우수. 핵심 프로젝트 투입.
REV0403,EMP079,2024 H1,C,기대 이하 성과. 3개월 내 역량 향상 없으면 재배치 검토.
REV0404,EMP080,2022 H1,C,기대 이하 성과. 3개월 내 역량 향상 없으면 재배치 검토.
REV0405,EMP080,2022 H2,A,프로젝트 수행 능력 우수. 핵심 프로젝트 투입.
REV0406,EMP080,2023 H1,A,협업 및 소통 역량 우수. 지속적 성장 기대.
REV0407,EMP080,2023 H2,B,기본 목표 달성. 평균 수준 성과. 커뮤니케이션 개선 필요.
REV0408,EMP080,2024 H1,B,안정적이나 도전 부족. 적극성 제고 필요.
REV0409,EMP081,2022 H1,S,탁월한 실행력으로 조직에 큰 가치 창출. 경쟁사 스카우트 우려.
REV0410,EMP081,2022 H2,B,평균적 성과. 수동적 업무 태도. 멘토 배정 지원.
REV0411,EMP081,2023 H1,A,기술적 전문성 우수. 역량 확장 지원.
REV0412,EMP081,2023 H2,S,반기 목표 140% 달성으로 탁월한 성과. 혁신적 아이디어로 비즈니스 임팩트. 보상 상향 필요.
REV0413,EMP081,2024 H1,C,목표 달성률 74%. 역량 부족 파악. PIP 수립 시급.
REV0414,EMP084,2022 H1,B,평균적 성과. 프로세스 개선 기여도 낮음. 멘토 배정 지원.
REV0415,EMP084,2022 H2,C,기대 이하 성과. 3개월 내 명확한 개선 없으면 재배치 검토.
REV0416,EMP084,2023 H1,S,뛰어난 리더십으로 조직에 큰 가치 창출. 보상 패키지 재검토.
REV0417,EMP084,2023 H2,A,반기 목표 105% 달성. 안정적이고 우수한 성과. 승진 후보 검토.
REV0418,EMP084,2024 H1,D,심각한 수준의 저성과. 적합성 검토 필요. 전문가 코칭.
REV0419,EMP085,2022 H1,B,평범한 수준. 적극성 제고 필요.
REV0420,EMP085,2022 H2,C,목표 달성률 71%. 태도 문제 파악. PIP 수립 시급.
REV0421,EMP085,2023 H1,S,기대를 크게 상회하는 성과. 회사 평판 제고. 회사의 미래를 책임질 핵심 인재.
REV0422,EMP085,2023 H2,B,기본 목표 달성. 평균 수준 성과. 커뮤니케이션 개선 필요.
REV0423,EMP085,2024 H1,A,협업 및 소통 역량 우수. 핵심 프로젝트 투입.
REV0424,EMP086,2022 H1,S,반기 목표 133% 달성으로 탁월한 성과. 팀 전체 성과 향상에 기여. 핵심인재로 관리.
REV0425,EMP086,2022 H2,B,평균적 성과. 혁신 시도 미흡. 교육 기회 지원.
REV0426,EMP086,2023 H1,B,기대치 수준. 자기주도적 개선 필요.
REV0427,EMP086,2023 H2,A,반기 목표 110% 달성. 기대에 부응하는 기여. 도전적 과제 부여.
REV0428,EMP086,2024 H1,A,우수한 성과. 혁신 역량 개발 시 S등급 도약 가능. 경력 개발 계획 수립.
REV0429,EMP087,2022 H1,A,책임감과 실행력 우수. 핵심 프로젝트 투입.
REV0430,EMP087,2022 H2,B,평균적 성과. 프로세스 개선 기여도 낮음. 교육 기회 지원.
REV0431,EMP087,2023 H1,S,창의적 문제 해결으로 조직에 큰 가치 창출. 보상 패키지 재검토.
REV0432,EMP087,2023 H2,C,목표 달성률 60%. 우선순위 오류 파악. 업무 재배치 시급.
REV0433,EMP087,2024 H1,C,목표 달성률 66%. 태도 문제 파악. 멘토링 강화 시급.
REV0434,EMP088,2022 H1,A,반기 목표 115% 달성. 팀 목표 달성에 기여. 도전적 과제 부여.
REV0435,EMP088,2022 H2,B,기본 목표 달성. 품질 기준 충족. 주도성 강화 필요.
REV0436,EMP088,2023 H1,S,기대를 크게 상회하는 성과. 회사 평판 제고. 회사의 미래를 책임질 핵심 인재.
REV0437,EMP088,2023 H2,S,반기 목표 148% 달성으로 탁월한 성과. 혁신적 아이디어로 비즈니스 임팩트. 승진 적극 추천.
REV0438,EMP088,2024 H1,B,기본 목표 달성. 일부 지연 발생. 기술 역량 보완 필요.
REV0439,EMP089,2022 H1,S,뛰어난 리더십으로 조직에 큰 가치 창출. 경쟁사 스카우트 우려.
REV0440,EMP089,2022 H2,D,심각한 수준의 저성과. 근본 원인 파악 필요. PIP 즉시 적용.
REV0441,EMP089,2023 H1,A,반기 목표 119% 달성. 전문성을 바탕으로 한 성과. 전문가 트랙 육성.
REV0442,EMP089,2023 H2,C,목표 달성률 61%. 역량 부족 파악. 멘토링 강화 시급.
REV0443,EMP089,2024 H1,B,평균적 성과. 혁신 시도 미흡. 개선 계획 지원.
REV0444,EMP090,2023 H1,B,맡은 일은 하나 확장성 없음. 시야 확대 필요.
REV0445,EMP090,2023 H2,B,기대치 수준. 자기주도적 개선 필요.
REV0446,EMP090,2024 H1,B,기본 목표 달성. 품질 기준 충족. 효율성 제고 필요.
REV0447,EMP091,2022 H1,C,개선 미흡. 3개월 내 태도 변화 없으면 추가 조치.
REV0448,EMP091,2022 H2,C,목표 이해 부족. 3개월 내 구체적 발전 없으면 추가 조치.
REV0449,EMP091,2023 H1,S,기대를 크게 상회하는 성과. 회사 평판 제고. 회사의 미래를 책임질 핵심 인재.
REV0450,EMP091,2023 H2,D,심각한 수준의 저성과. 즉시 개선 조치 필요. 고용 유지 재검토.
REV0451,EMP091,2024 H1,B,안정적이나 도전 부족. 더 높은 목표 설정 권장 필요.
REV0452,EMP094,2022 H1,A,프로젝트 수행 능력 우수. 역량 확장 지원.
REV0453,EMP094,2022 H2,B,기본 목표 달성. 무난한 업무 처리. 주도성 강화 필요.
REV0454,EMP094,2023 H1,C,목표 달성률 64%. 우선순위 오류 파악. 업무 재배치 시급.
REV0455,EMP094,2023 H2,C,목표 달성률 72%. 태도 문제 파악. 집중 육성 시급.
REV0456,EMP094,2024 H1,B,기대치 수준. 시야 확대 필요.
REV0457,EMP095,2022 H1,B,평범한 수준. 더 높은 목표 설정 권장 필요.
REV0458,EMP095,2022 H2,C,반복적 실수. 3개월 내 구체적 발전 없으면 계약 갱신 논의.
REV0459,EMP095,2023 H1,B,기본 목표 달성. 품질 기준 충족. 기술 역량 보완 필요.
REV0460,EMP095,2023 H2,A,우수한 성과. 전략적 사고 개발 시 S등급 도약 가능. 해외 연수 검토.
REV0461,EMP095,2024 H1,B,기대치 수준. 시야 확대 필요.
REV0462,EMP096,2022 H1,D,심각한 수준의 저성과. 적합성 검토 필요. PIP 즉시 적용.
REV0463,EMP096,2022 H2,A,우수한 성과. 혁신 역량 개발 시 S등급 도약 가능. 경력 개발 계획 수립.
REV0464,EMP096,2023 H1,C,반복적 실수. 3개월 내 태도 변화 없으면 추가 조치.
REV0465,EMP096,2023 H2,B,기본 목표 달성. 일부 지연 발생. 기술 역량 보완 필요.
REV0466,EMP096,2024 H1,A,우수한 성과. 전략적 사고 개발 시 S등급 도약 가능. 교육 투자 예정.
REV0467,EMP097,2022 H1,B,평균적 성과. 수동적 업무 태도. 개선 계획 지원.
REV0468,EMP097,2022 H2,A,우수한 성과. 리더십 역량 개발 시 S등급 도약 가능. 경력 개발 계획 수립.
REV0469,EMP097,2023 H1,S,기대를 크게 상회하는 성과. 이해관계자 만족도 최고. 회사의 미래를 책임질 핵심 인재.
REV0470,EMP097,2023 H2,B,기본 목표 달성. 품질 기준 충족. 효율성 제고 필요.
REV0471,EMP097,2024 H1,B,평균적 성과. 성장 정체 우려. 개선 계획 지원.
REV0472,EMP100,2023 H2,B,평균적 성과. 수동적 업무 태도. 1:1 코칭 지원.
REV0473,EMP100,2024 H1,C,개선 미흡. 3개월 내 구체적 발전 없으면 재배치 검토.
REV0474,EMP101,2022 H1,A,반기 목표 111% 달성. 팀 목표 달성에 기여. 리더십 기회 제공 검토.
REV0475,EMP101,2022 H2,B,기본 목표 달성. 일부 지연 발생. 주도성 강화 필요.
REV0476,EMP101,2023 H1,A,기술적 전문성 우수. 역량 확장 지원.
REV0477,EMP101,2023 H2,B,평균적 성과. 프로세스 개선 기여도 낮음. 멘토 배정 지원.
REV0478,EMP101,2024 H1,C,목표 달성률 69%. 협업 어려움 파악. 멘토링 강화 시급.
REV0479,EMP102,2022 H1,B,기대치 수준. 더 높은 목표 설정 권장 필요.
REV0480,EMP102,2022 H2,B,기본 목표 달성. 품질 기준 충족. 주도성 강화 필요.
REV0481,EMP102,2023 H1,B,안정적이나 도전 부족. 적극성 제고 필요.
REV0482,EMP102,2023 H2,C,목표 달성률 75%. 태도 문제 파악. PIP 수립 시급.
REV0483,EMP102,2024 H1,A,반기 목표 111% 달성. 팀 목표 달성에 기여. 리더십 기회 제공 검토.
REV0484,EMP103,2022 H1,B,평균적 성과. 혁신 시도 미흡. 1:1 코칭 지원.
REV0485,EMP103,2022 H2,B,안정적이나 도전 부족. 자기주도적 개선 필요.
REV0486,EMP103,2023 H1,A,반기 목표 107% 달성. 전문성을 바탕으로 한 성과. 도전적 과제 부여.
REV0487,EMP103,2023 H2,C,목표 달성률 67%. 우선순위 오류 파악. PIP 수립 시급.
REV0488,EMP103,2024 H1,B,평범한 수준. 더 높은 목표 설정 권장 필요.
REV0489,EMP104,2023 H1,S,반기 목표 139% 달성으로 탁월한 성과. 기술적 난제 해결로 회사 발전 기여. 핵심인재로 관리.
REV0490,EMP104,2023 H2,C,목표 달성률 69%. 우선순위 오류 파악. 멘토링 강화 시급.
REV0491,EMP104,2024 H1,B,평균적 성과. 혁신 시도 미흡. 멘토 배정 지원.
REV0492,EMP105,2022 H1,S,탁월한 실행력으로 조직에 큰 가치 창출. 차세대 리더 육성 대상.
REV0493,EMP105,2022 H2,B,평범한 수준. 자기주도적 개선 필요.
REV0494,EMP105,2023 H1,A,협업 및 소통 역량 우수. 지속적 성장 기대.
REV0495,EMP105,2023 H2,B,평균적 성과. 성장 정체 우려. 1:1 코칭 지원.
REV0496,EMP105,2024 H1,A,반기 목표 116% 달성. 팀 목표 달성에 기여. 리더십 기회 제공 검토.
REV0497,EMP106,2022 H1,C,개선 미흡. 3개월 내 구체적 발전 없으면 진로 상담.
REV0498,EMP106,2022 H2,B,평균적 성과. 수동적 업무 태도. 1:1 코칭 지원.
REV0499,EMP106,2023 H1,D,심각한 수준의 저성과. 근본 원인 파악 필요. 고용 유지 재검토.
REV0500,EMP106,2023 H2,C,목표 달성률 61%. 태도 문제 파악. 멘토링 강화 시급.
REV0501,EMP106,2024 H1,B,평범한 수준. 더 높은 목표 설정 권장 필요.
REV0502,EMP107,2022 H1,S,뛰어난 리더십으로 조직에 큰 가치 창출. 보상 패키지 재검토.
REV0503,EMP107,2022 H2,D,심각한 수준의 저성과. 근본 원인 파악 필요. 고용 유지 재검토.
REV0504,EMP107,2023 H1,B,평균적 성과. 프로세스 개선 기여도 낮음. 개선 계획 지원.
REV0505,EMP107,2023 H2,B,기대치 수준. 자기주도적 개선 필요.
REV0506,EMP107,2024 H1,B,안정적이나 도전 부족. 적극성 제고 필요.
REV0507,EMP108,2022 H1,A,반기 목표 116% 달성. 전문성을 바탕으로 한 성과. 리더십 기회 제공 검토.
REV0508,EMP108,2022 H2,S,기대를 크게 상회하는 성과. 고객사로부터 극찬. 회사의 미래를 책임질 핵심 인재.
REV0509,EMP108,2023 H1,D,심각한 수준의 저성과. 역량 재평가 필요. PIP 즉시 적용.
REV0510,EMP108,2023 H2,C,기대 이하 성과. 3개월 내 역량 향상 없으면 진로 상담.
REV0511,EMP108,2024 H1,C,목표 달성률 71%. 우선순위 오류 파악. 집중 육성 시급.
REV0512,EMP109,2023 H2,B,기대치 수준. 시야 확대 필요.
REV0513,EMP109,2024 H1,S,반기 목표 159% 달성으로 탁월한 성과. 팀 전체 성과 향상에 기여. 리더 역할 부여 검토.
REV0514,EMP111,2022 H1,B,평범한 수준. 시야 확대 필요.
REV0515,EMP111,2022 H2,A,반기 목표 115% 달성. 기대에 부응하는 기여. 리더십 기회 제공 검토.
REV0516,EMP111,2023 H1,A,프로젝트 수행 능력 우수. 핵심 프로젝트 투입.
REV0517,EMP111,2023 H2,B,평균적 성과. 혁신 시도 미흡. 개선 계획 지원.
REV0518,EMP111,2024 H1,B,기본 목표 달성. 일부 지연 발생. 커뮤니케이션 개선 필요.
REV0519,EMP112,2022 H1,C,기대 이하 성과. 3개월 내 구체적 발전 없으면 진로 상담.
REV0520,EMP112,2022 H2,C,목표 달성률 72%. 우선순위 오류 파악. 멘토링 강화 시급.
REV0521,EMP112,2023 H1,A,반기 목표 113% 달성. 기대에 부응하는 기여. 승진 후보 검토.
REV0522,EMP112,2023 H2,D,심각한 수준의 저성과. 적합성 검토 필요. 전문가 코칭.
REV0523,EMP112,2024 H1,A,우수한 성과. 리더십 역량 개발 시 S등급 도약 가능. 교육 투자 예정.
REV0524,EMP113,2022 H1,B,기본 목표 달성. 평균 수준 성과. 기술 역량 보완 필요.
REV0525,EMP113,2022 H2,S,뛰어난 리더십으로 조직에 큰 가치 창출. 보상 패키지 재검토.
REV0526,EMP113,2023 H1,B,기본 목표 달성. 평균 수준 성과. 효율성 제고 필요.
REV0527,EMP113,2023 H2,B,기본 목표 달성. 일부 지연 발생. 주도성 강화 필요.
REV0528,EMP113,2024 H1,D,심각한 수준의 저성과. 즉시 개선 조치 필요. PIP 즉시 적용.
REV0529,EMP114,2022 H1,S,반기 목표 139% 달성으로 탁월한 성과. 핵심 프로젝트를 성공으로 이끔. 승진 적극 추천.
REV0530,EMP114,2022 H2,C,목표 달성률 65%. 태도 문제 파악. 업무 재배치 시급.
REV0531,EMP114,2023 H1,B,기본 목표 달성. 평균 수준 성과. 주도성 강화 필요.
REV0532,EMP114,2023 H2,B,기본 목표 달성. 평균 수준 성과. 효율성 제고 필요.
REV0533,EMP114,2024 H1,D,심각한 수준의 저성과. 근본 원인 파악 필요. 고용 유지 재검토.
REV0534,EMP115,2022 H1,B,기본 목표 달성. 평균 수준 성과. 효율성 제고 필요.
